Analyte	N	Model Family	Link Function	Extreme Outliers	K-S Statistic	K-S p-value	Converged	Intercept	C(LaborInitiation)[T.1]	C(Smoker)[T.1.0]	C(IllicitDrugUser)[T.1.0]	WksGest	PregravidBMISquared	Intercept_p	C(LaborInitiation)[T.1]_p	C(Smoker)[T.1.0]_p	C(IllicitDrugUser)[T.1.0]_p	WksGest_p	PregravidBMISquared_p	Pseudo_R_Squared	pval_adj
hsa-miR-137	160	Gamma	Log	False	0.9236501019683699	3.5599786780492834e-179	True	-1.1022091819006987	0.42662390634173497	-0.4092753745886568	0.4398079675039957	0.18600085353710794	0.0002720758414818765	0.34314419839074894	0.03400596623161421	0.29952457169037683	0.24603459882907364	4.954027440928819e-10	0.31964580656630903	0.038497623123777025	3.1699947354366877e-07
androstenediol (3beta,17beta) disulfate (1)	160	Gamma	Log	False	0.5035901165760145	4.379889992211716e-38	True	-5.046675225792711	-0.09679135864304843	-0.5690894572679582	0.25006935114854845	0.1429253196285042	-9.303622272840745e-05	1.9815880011063843e-08	0.5339021165930222	0.06208522440978686	0.3936325754603387	6.329774291507837e-10	0.6598499128339097	0.15227388066550573	3.8252935968345694e-07
TF (protein)	160	Gamma	Log	False	0.9937499999999929	0.0	True	1.7810371250830663	0.01520272463183013	-0.004977440077777784	-0.007150982387756459	0.012637809317406008	1.5679067370258403e-05	4.7610464742315074e-108	0.276144135438653	0.855677390270891	0.7857042716093364	1.1101684903590053e-09	0.40839528122129676	0.1267444059435261	6.356006756908031e-07
AXL (protein)	160	Gamma	Log	False	0.993631470606128	0.0	True	0.9072554228701745	0.0015227060961776895	0.008944870384419601	0.03959433010188099	0.01913747539218735	4.678378550917098e-05	1.0905534192140425e-12	0.9449656127236028	0.8361257171580407	0.3407235015728808	5.254804744941875e-09	0.11849096373326165	0.000953687280189075	2.858088300773886e-06
CD300LG (protein)	160	Gamma	Log	False	0.9728833561998038	4.156997930197463e-251	True	0.32702889130467694	-0.033831052662903205	0.007058247519605987	0.02299044419057973	0.02925396328200785	2.566699692650561e-05	0.09526281128688358	0.3186981961858383	0.9154869593202036	0.7190942998595251	6.516706157331638e-09	0.5776304379521744	0.00679680972139407	3.2222149808842524e-06
ADIRF-AS1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	4.085418520386501	0.18186528349954798	-0.3593800389217301	0.3483381712798511	0.07412068988343061	0.0001012871575297878	1.8428828579198208e-16	0.034238517038981786	0.03282496224261243	0.03135892003900035	6.34322141490794e-09	0.38541545166583746	0.011809113127329907	3.2222149808842524e-06
SPATA9	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	8.111926903864749	-0.1227221027903592	-0.004642509893791891	-0.06649282347950666	-0.08050925219183647	-0.0003226609505820176	5.74642054295315e-50	0.19389226971489681	0.9799992515659499	0.7086880465081955	9.696435724471523e-09	0.011928964789308275	0.018482456230555888	4.585992513513096e-06
hsa-miR-3153	160	Gamma	Log	True	0.93125	1.8403867401765456e-186	True	7.7721511055132915	0.05123244584082853	0.17250501875655355	0.0674783585304004	-0.08534435245175463	-0.00010039405268454065	4.255664175834829e-41	0.6748941920164124	0.3508073101605308	0.6516959095057551	1.0229215041623873e-08	0.5671407750616512	0.01713357677266647	4.6363917176160205e-06
PAQR3	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.537276991561869	-0.07870627754575682	0.096917478440111	0.008189329111164712	-0.059840438519487185	-3.1564165258470575e-05	7.808826069278715e-76	0.26621300966304484	0.4849397046061764	0.9510378974813418	1.2769230314990738e-08	0.7427566975318385	0.008777836566269737	5.55614749465877e-06
GTF2I-AS1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	10.24248754033604	0.04704711519882532	0.07512711297532637	0.0195968347212237	-0.09254314743922154	-0.00029152001520357736	1.5864934385258689e-58	0.6686074860091513	0.7273275170883261	0.9246007985712543	1.4547548940295527e-08	0.0508936265551599	0.018558525332875164	6.086470668174413e-06
CCL17 (protein)	160	Gamma	Log	False	0.8257464070922041	5.768842001953964e-121	True	-1.1338959316199357	0.03195634494966866	-0.07231632656192497	0.16720909033709477	0.0448387492116526	0.0001082211288304517	0.0002578536055251089	0.5518117648846841	0.4921462720742613	0.09840941712769398	1.9189047490147327e-08	0.13799384865980385	0.02352676060055292	7.731054022141579e-06
HEXB	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	11.88091972875305	-0.21747944744775577	-0.1368234890491431	0.09693605194625549	-0.08199714216582675	-0.00012037650678672753	2.1521069670990772e-96	0.027567787268622336	0.4794904931494891	0.6021691621412866	2.2569538657192937e-08	0.3693392950034392	0.018408653382519624	8.768265768319456e-06
IGFBP-7 (protein)	160	Gamma	Log	False	0.9936772274647815	0.0	True	0.9549393997898694	-0.004142563280450637	-0.009521282099759443	0.06388255381765127	0.0171744744206934	4.718022675376975e-05	7.901650972378549e-15	0.8456065621056693	0.8194093438689429	0.11096202384376005	5.5319858629857514e-08	0.10258401964779373	0.12390779034013677	2.075066973019276e-05
N('1)-acetylspermidine	160	Gamma	Log	False	0.6409169658901919	1.8046237306901576e-64	True	2.830820956723122	-0.1288686827179466	-0.5069700279750831	0.4855857388547949	-0.0702917973914749	-6.811181559487764e-05	2.0525791203640287e-08	0.14023732580991774	0.003078418390237716	0.003179242040651111	6.151572604620752e-08	0.5661006283950683	0.09101080591284672	2.2305602264354847e-05
SCARF1 (protein)	160	Gamma	Log	False	0.9999329732404922	0.0	True	1.3784393015947805	0.010321647823461774	-0.020812359934422042	0.03488755350164356	0.01056425466645855	5.337698985275835e-06	1.5106776585639115e-73	0.43254428571368986	0.41951128932571147	0.15911189623430566	6.435343118912559e-08	0.7651283915282185	0.1686138757830622	2.2581826595977683e-05
TNFRSF14 (protein)	160	Gamma	Log	False	0.9909346827390924	0.0	True	0.8387084567723808	0.007405070277336723	-0.059761410767160905	0.06866676770690057	0.01503258546653943	1.3920944011881607e-05	1.3654033504109113e-14	0.6944858041265631	0.10588839085055678	0.05321081515998651	8.038779345974314e-08	0.5867795556199185	0.15739176697848078	2.498452620728817e-05
CD99L2 (protein)	160	Gamma	Log	False	0.9937499996636947	0.0	True	1.552299465018518	0.0034505428731523985	-0.020405322868566222	0.032001860797087105	0.012249149603431847	4.854381907428545e-06	1.3040677701936766e-68	0.8221161773516638	0.4976418063095581	0.26840414436000537	7.814383934833245e-08	0.8159043642259857	0.08985060549400237	2.498452620728817e-05
GPR68	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	1.9876594559451988	0.11788402243710869	-0.4587834166411553	0.34569314304530296	0.0725481977237303	0.0003567171129918002	0.00015239808055905459	0.19438164628063825	0.009986165131825505	0.04339090724901743	7.658615558513486e-08	0.003846107333176913	0.011041108448377579	2.498452620728817e-05
S100A16 (protein)	160	Gamma	Log	False	0.9866178943526026	3.507055696612715e-300	True	0.40129824122543556	0.02099295969365169	0.013576603702977308	0.020139140838771365	0.02210586443401964	1.8025087380188264e-05	0.012108352928130494	0.4482497030307505	0.8024531171909178	0.6993920682159442	7.689656780679742e-08	0.6317397314652772	0.0019022139684747863	2.498452620728817e-05
IgG Fc receptor II-b (protein)	160	Gamma	Log	False	0.9937499829270825	0.0	True	1.4211274814429835	0.019228132828088093	-0.005932755904226872	0.012734324990998025	0.015239263380989024	8.043210808925106e-06	2.2296264369892544e-37	0.31790965318205155	0.8750897125128829	0.7255209682117905	9.964788614771598e-08	0.7584450660573908	-0.0007672054940492945	3.0110269597634847e-05
hsa-miR-520c-3p	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	4.369857449509054	0.22268046008495887	-0.32969490695066495	0.4082506866121247	0.06997058186804408	9.793727642980783e-05	1.6704103475457743e-17	0.012178257029963075	0.05830860936745615	0.014706589832625273	1.1484575765261265e-07	0.41703124122045543	0.01104853992603616	3.051588231301059e-05
STC1	160	Gamma	Log	True	0.93125	1.8403867401765456e-186	True	8.673349362842673	-0.25162066820237383	-0.26716611512828903	0.13172585214310525	-0.09528722759779379	-0.00018004648075589468	6.865306117737301e-36	0.09455194804241618	0.3070562734533233	0.565184254274377	1.0391125264752974e-07	0.30594407772078225	0.02206239039896618	3.051588231301059e-05
ARTN	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	1.570999825167919	0.13893480878894213	-0.2490213322155942	0.07000631099576762	0.0793147191122445	0.0001526306510179961	0.00679863562291651	0.16667598183047638	0.206071933718307	0.7114762394191633	1.0756767340745357e-07	0.26343165899953247	0.012545747961647202	3.051588231301059e-05
SPTBN2	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	2.7220337680467526	0.07643957729600726	-0.476209126756434	0.35994086780566936	0.08066709094679503	0.00038262731275330407	4.192941906427386e-06	0.45530114476312356	0.017661081221343796	0.06203530296938863	1.1413239492637688e-07	0.005943402581051268	0.014104507293577817	3.051588231301059e-05
N1,N12-diacetylspermine	160	Gamma	Log	False	0.5387290170106332	5.650527790747141e-44	True	4.984109206886636	-0.20410532928392036	-0.8958121348170671	0.269267626831761	-0.11403534949224424	-0.00024499328407506804	2.5444036969351105e-09	0.15858741056116954	0.0015972153507980752	0.32353226033406	1.1501665516027159e-07	0.21289655539204377	0.13838080344058423	3.051588231301059e-05
CSHL1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	5.5283903588070595	0.18886459084631352	-0.20363653749948196	0.1393260544295813	0.08569433820846832	0.00024017189908650285	1.6789919589284166e-18	0.08319571113014215	0.3406657158054275	0.4975472116388655	1.2209882338424634e-07	0.1048819160756117	0.01309699258077357	3.16235952565198e-05
glutamine_degradant*	160	Gamma	Log	True	0.6597462152211387	7.011046785671056e-69	True	3.6180049427171426	-0.3889681715496962	0.03219303323879277	0.2780315597145465	-0.08822446341773545	-7.63908882519723e-05	5.149395959783795e-08	5.590275757606115e-06	0.9209080578186144	0.3196751562169502	1.2705175311587953e-07	0.5546702472622682	0.18980903087579948	3.2141138846384595e-05
MATN2 (protein)	160	Gamma	Log	False	0.9937499965347483	0.0	True	1.3541601820771876	0.006416372978653717	-0.04225138078466589	0.056878907832803347	0.0172563326553303	3.636950557612667e-05	1.7033878482077883e-26	0.7705770023584633	0.32730328593059266	0.1700218515963019	1.3033820357896415e-07	0.22371266599099493	5.41075547140224e-05	3.2223158602999366e-05
CGA	160	Gamma	Log	True	0.93125	1.8403867401765456e-186	True	13.909855752144178	-0.026923015318448873	0.2845345072439027	0.022667293521363707	-0.07647958023153312	-0.00026218848673236357	3.2751486950331956e-131	0.8286933302709377	0.17591125821391962	0.9005468414297555	1.376138166475285e-07	0.06477842846843765	0.01440589247850943	3.304479290447954e-05
PSGL-1 (protein)	160	Gamma	Log	False	0.8567497321677302	3.949423997764072e-135	True	-0.2930682399931785	0.06538046252628583	0.021858634729282622	-0.05147395349168388	0.02771405318060933	2.7680469062558552e-05	0.1521533064828001	0.0649290431660164	0.7529275539035547	0.44052353219538476	1.3973712756077026e-07	0.565154239858028	0.1474712177224201	3.304479290447954e-05
DKK3 (protein)	160	Gamma	Log	False	0.8190396420958889	3.4737796563255406e-118	True	-0.8472251736055799	-0.017553644854897063	-0.013028724724575377	0.06047503453402762	0.02973107903758109	9.865021345184078e-05	0.00012260412968706115	0.6456690830199783	0.8618011420040218	0.40047089899928545	1.5961272165129354e-07	0.05717095192615292	0.007588273660537492	3.694185502388875e-05
TIE2 (protein)	160	Gamma	Log	False	0.9798533934728005	9.404478591103163e-272	True	0.44710042260488203	0.013063492494704704	-0.030519848301044983	0.03448690234036669	0.020796082873658438	2.0170873248741586e-05	0.003807118619438732	0.6251913955594153	0.5604473037191952	0.4936509977695479	1.6607770049048328e-07	0.5787496838481343	0.0012930314562573653	3.696332570575437e-05
FABP4 (protein)	160	Gamma	Log	False	0.9937499857042598	0.0	True	1.6733033786578817	-0.013243514184524657	0.04455601030194978	-0.0036874816801889324	0.016785887303018377	2.925838911865503e-05	4.87175109553772e-41	0.5395480749544592	0.29239773009771797	0.927756099122137	1.665014671430377e-07	0.31844410294639836	0.00012474215240698694	3.696332570575437e-05
TM (protein)	160	Gamma	Log	False	0.998335644497427	0.0	True	1.896322804417591	0.007881980929217727	-0.019782717380871118	0.025348146843332586	0.009712733948196925	5.50981221552204e-06	2.0435179965282924e-151	0.5290650515012758	0.4203201310372795	0.2826301008022062	1.7881894718338345e-07	0.7460340758625688	0.11185533280656113	3.890385014921691e-05
ENSG00000224516	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	3.0205272842377497	0.12740508972661796	-0.31148202991032037	0.24578341135838122	0.06572819076431115	9.330786824446632e-05	7.296059022179559e-10	0.13332802537098973	0.06119824469046675	0.12427553018728255	1.8687300641425552e-07	0.41838883450826303	0.009097086637524399	3.985891301518179e-05
uPA (protein)	160	Gamma	Log	False	0.9999813347820207	0.0	True	1.6428975260077867	0.0008603537315386295	0.013576110464313507	0.004044572040982138	0.010017957501731008	-2.0008563041646014e-05	2.499601203777213e-106	0.9471642817912574	0.5937458559711726	0.868664385180254	2.067673835438342e-07	0.2566252916980729	0.15877582390928802	4.325414611903516e-05
LINC02291	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	3.308872133774374	0.028290837938821423	-0.14647539664007692	0.1057176630694025	0.07378435928589783	0.0003939346970473752	2.4123314909888815e-09	0.7681596399764619	0.43624804306604836	0.5587601321625166	2.2887485401562298e-07	0.002516314344709002	0.010673025413374337	4.697548418833862e-05
ESAM (protein)	160	Gamma	Log	False	0.9937474230055247	0.0	True	1.3327630506500108	0.01188730371132131	-0.03785927091041558	0.03938683499596907	0.011299204703593827	4.913740874996642e-06	1.0589197797887673e-54	0.4221540995906736	0.1922119404943189	0.1580477890517653	2.8223227884683867e-07	0.807052260705974	0.12170465975815292	5.6854124616590946e-05
ACP6	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	7.518550409925584	-0.08439507375264255	0.023172843371199292	0.048955354265484086	-0.05795922268912136	-4.615024890487143e-05	7.390516103310231e-65	0.2700558441873433	0.8772308239400451	0.7341683643176868	3.4372094375837606e-07	0.657081827023188	0.007938685702001957	6.798175320370208e-05
THSD7A	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	6.62210203826022	-0.0005627503362164998	-0.13668465344831082	0.28949320079691887	0.06269607101874114	9.223638251343608e-05	2.79122963573568e-43	0.9945963268805555	0.40140805044974326	0.06442393330519632	3.812538583517173e-07	0.41388522626813284	0.007303691292268599	7.40585619848211e-05
SOD2 (protein)	160	Gamma	Log	False	1.0	0.0	True	2.097154244636262	0.002821294807725125	0.004360744724464127	0.0009760749094278459	0.004497524220828886	6.247194358504381e-06	0.0	0.6362246965443314	0.7092048011854721	0.9307862494056839	3.8848376591981737e-07	0.44075754210031004	0.14518333110757708	7.413905974869777e-05
N,N,N-trimethyl-alanylproline betaine (TMAP)	160	Gamma	Log	True	0.6794856769172907	9.413918293513722e-74	True	2.8873911724098886	-0.13049651126727546	-0.0989020975671644	0.00800494223676508	-0.06858090672578704	-0.00013306007690264626	9.088918488807081e-08	0.1302323366102839	0.7072939935082245	0.9694532241117225	4.3329079539995626e-07	0.21648078417584582	0.09130884007932583	8.126443573035731e-05
MME	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	11.217068750794615	-0.25324025407754336	0.06835275229797655	-0.06529361191900601	-0.0784195469872136	-0.00010065394927157363	1.5654403397002201e-75	0.016445780365568867	0.7411828092955186	0.742690121508907	5.749676852314338e-07	0.48278905306404973	0.016498889061187016	0.00010600844881267011
3-hydroxyhexanoylcarnitine (1)	160	Gamma	Log	False	0.6238052237418699	1.1961282654760098e-60	True	3.270843564137799	0.03689768181934144	0.1915328506340527	-0.314736121676288	-0.08146931620678224	-6.846427634544478e-05	2.8141207630179656e-07	0.7378367623658502	0.375448766828413	0.1296550557305651	6.561107042983671e-07	0.6475552741667563	0.0986132848789697	0.00011895287068929395
hsa-miR-6126	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	9.733723794636212	0.14158332063736312	0.18194903692106434	0.15310398539912734	-0.06109288802493933	6.2995085156296446e-06	1.011732895787359e-91	0.08781669669768047	0.2631285100674421	0.3271905160942924	7.14901836259354e-07	0.955416647931925	0.009178654292203436	0.0001274869208988402
mannonate*	160	Gamma	Log	False	0.6511514342442635	7.703194871815929e-67	True	3.410511503425956	-0.17907042872194964	-0.11662765976655652	0.313818345587019	-0.0928231545904473	0.00019392001508553188	2.921271260790336e-06	0.15601125197492965	0.637421105300672	0.1869748633535273	7.458333731832872e-07	0.2581382216952325	0.05066522579986321	0.00013085766828206126
hsa-miR-9-5p	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	10.432361388600519	0.06419176787385539	0.15213294965717328	0.11226497428084758	-0.08091716746006578	-0.0002844915071187917	3.476711605764389e-60	0.56073487696661	0.4818666885086903	0.5891756754476662	7.999196146492013e-07	0.057722682760784814	0.015780863073366236	0.0001381194534627621
GBA1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	10.45143889004696	-0.2131040178337334	-0.055222608678302976	-0.01271411526820504	-0.07269927323896168	-0.00011449857409280484	3.581421363905382e-74	0.03183590581448622	0.7766143176359646	0.945807257421895	8.300434439117027e-07	0.3959379032948104	0.015314078494107042	0.0001410814466073672
TRAIL-R2 (protein)	160	Gamma	Log	False	0.9937497281183816	0.0	True	1.3975777546779948	0.005509661103837618	-0.0007756638311959829	0.04026241368965955	0.01212708446395925	2.803574227126813e-06	4.0575542012022475e-48	0.7399030945248941	0.9809794164425868	0.19785925673333038	8.753225782070835e-07	0.9010429406113606	0.1169952276283035	0.00014648860008825622
CLDN1	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	3.2508001240603357	0.21543569073199373	-0.6185279125556737	0.5054071714308316	0.10447368253342001	0.0004815038235480275	8.640009105152434e-05	0.1327772089888486	0.02769585014283433	0.06122850731128647	9.28817141340885e-07	0.013396352115861796	0.01932140921644443	0.00015308595247736585
ENG	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	12.6330505275074	-0.23666320967166643	-0.21663904370743747	0.02723171905343913	-0.08496193656811625	-0.00023664427552919957	1.0071269278238723e-77	0.04338760295118489	0.34557087610132686	0.9018153557107282	1.0584600917520283e-06	0.1370868641263629	0.020974342619765385	0.00017184968474744127
3-hydroxyoctanoylcarnitine (1)	160	Gamma	Log	False	0.5829500472494018	3.475830544835023e-52	True	3.0375703686224824	-0.02226788534478956	0.007850893260524808	-0.11998411873092041	-0.07394573553073627	-0.00020007369377535167	2.627093484293303e-07	0.8273787514518085	0.9687164359133427	0.5328516200733522	1.0962778372075071e-06	0.14925141514542456	0.07255068436064238	0.00017537221048740092
CGB5	160	Gamma	Log	False	0.925	2.049614645233447e-180	True	13.902846057222607	-0.1281229633045604	0.24536229505109475	-0.19808118232464628	-0.1602166805546369	-0.00023451950928112843	1.763856261677273e-27	0.5630541165666954	0.5721126439096161	0.6350977221962657	1.1327820102463203e-06	0.4358746074401654	0.05178003281613286	0.00017858554648491988
CLIP2 (protein)	160	Gamma	Log	False	0.9936793895160295	0.0	True	1.1732538565259751	0.022027992704319974	-0.05001290283493387	0.06637312883204419	0.01311649336002842	1.585053418240686e-05	8.168092840988355e-29	0.22694671795613153	0.16170433814391771	0.053311060892852626	1.2852285356824155e-06	0.5221981473900591	0.0970240665039458	0.00019972451444504738
TMEM74B	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	1.8531501660455882	0.03289900988143979	0.07237581326349396	0.03802303257430542	0.10632231017620931	1.6128884764240623e-06	0.030298293103477307	0.8241660519576374	0.8030955080601885	0.8915817698637296	1.34698788751109e-06	0.9936025830285076	0.02038701323232084	0.00020637372169500897
MCP-1 (protein)	160	Gamma	Log	False	0.9792952950732875	7.448645071337779e-270	True	0.5930579686520263	-0.005725301052630527	-0.03099000010473618	0.08508812728086079	0.021116108681782125	3.7070387244798215e-05	0.0004969139846151464	0.8459869873288111	0.591734968859487	0.12546113643498344	1.4249775384813133e-06	0.35457597647659866	0.10312759217624856	0.0002152903564388851
ADGRG6	160	Gamma	Log	False	0.93125	1.8403867401765456e-186	True	11.762024485027116	-0.10885648389488273	-0.23573396190807472	0.13322614673619693	-0.05677659998945447	0.00013380310102402087	2.690229632439249e-145	0.1699030766745071	0.1294769919073619	0.3726080328889041	1.4509517174063673e-06	0.21430948434671615	0.008934442910408014	0.0002162116819444721
3-hydroxyoctanoylcarnitine (2)	160	Gamma	Log	False	0.6292523399002926	7.584871616087328e-62	True	2.7057959711374187	0.04866196898955205	0.03857970413209487	-0.13579259684500994	-0.06736868028855997	-0.00014068133274080662	7.190430644133659e-07	0.6065600430811877	0.8350168822171178	0.44559150095234745	1.5999172154267039e-06	0.2731247065264689	0.06863128322762024	0.00022312691627450877
PDGFRB (protein)	160	Gamma	Log	False	0.9932645565566659	0.0	True	0.8504009914005237	0.01449562691149582	-0.02210936518820822	0.026529642793534446	0.016787441451558027	1.8889406343493994e-05	4.01736728074199e-10	0.5379832694580441	0.6318195008024323	0.5496596330887471	1.5853057265479862e-06	0.5546998892943966	-0.00034870260593877767	0.00022312691627450877
TNFRSF10C (protein)	160	Gamma	Log	False	0.977943894529604	1.8434984360331688e-265	True	0.5275385271249718	-0.028277588447010636	0.004705179206096921	0.026146171111918713	0.01893656391834044	-4.2932785323925154e-05	0.0005726303623799636	0.28610587734978044	0.9278582651624937	0.6006181816734323	1.5277549654320643e-06	0.23322093532770904	0.15533616525513572	0.00022312691627450877
