Analyte	N	Model Family	Link Function	Extreme Outliers	K-S Statistic	K-S p-value	Converged	Intercept	C(LaborInitiation)[T.1]	C(Smoker)[T.1.0]	C(IllicitDrugUser)[T.1.0]	WksGest	PregravidBMISquared	Intercept_p	C(LaborInitiation)[T.1]_p	C(Smoker)[T.1.0]_p	C(IllicitDrugUser)[T.1.0]_p	WksGest_p	PregravidBMISquared_p	Pseudo_R_Squared	pval_adj
ARTN	161	Gamma	Log	False	0.9005894467705893	8.09603486255918e-162	True	1.4917149189560064	0.23539698314504537	-0.06951472644678813	-0.39914437785941026	0.09003066124881651	-7.247382284934366e-05	0.018119672048359632	0.032314446415071335	0.7294565512928197	0.0492398440665092	4.8509232850578014e-08	0.5727208586314835	0.008437341394905817	1.643873642008529e-05
AFF3	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.7527894850031545	0.03939575010993934	0.018908163912691796	-0.1093814893622641	0.07630857894636943	-0.0001024843354959739	2.3389758904526958e-12	0.6726210945216582	0.9116460134776594	0.524995214253551	4.884991462069469e-08	0.34679196489678743	0.004348124975916634	1.643873642008529e-05
3-hydroxyhexanoylcarnitine (1)	161	Gamma	Log	False	0.6368902163562135	5.988427986576002e-64	True	2.649430573603654	-0.1488200476420834	0.15577538031441326	-0.4273326130902446	-0.07219604935427489	0.00031453635990575225	2.106034822063928e-07	0.09427904405099714	0.3379221702138494	0.009234451533471959	6.285413193344863e-08	0.0024711940001252448	0.11797085135337892	2.052926868002785e-05
5alpha-pregnan-3beta,20beta-diol monosulfate (1)	161	Gamma	Log	False	0.6157162630608354	2.8876915659976012e-59	True	-2.382501682729317	0.06153607361667346	-0.2490280758141096	0.15277459114600148	0.07050768461169127	-0.00017739138196700533	2.0893475748475654e-06	0.48180789999920215	0.11936339170766132	0.34405643657121476	7.788781232304851e-08	0.08265192382246048	0.07948758392975752	2.4712690167070107e-05
formiminoglutamate	161	Gamma	Log	False	0.626116317399216	1.5586674751853865e-61	True	2.991514510546965	-0.022801555422099357	-0.07346518626273998	-0.18477505420599016	-0.07846453748537972	0.00012550456559610646	9.631791712548566e-08	0.8154950173038742	0.6808190670353074	0.3055840762964128	8.691390008837767e-08	0.27164260262407436	0.07230469562668107	2.6810523902262057e-05
LINC02291	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.7798820066962477	0.13750531157781226	0.032947156245639084	-0.21458938272325712	0.07931471986360238	-4.591258531093422e-06	3.263738380470023e-11	0.16597144596971425	0.8558932273226654	0.24147254716873134	1.0046223645733711e-07	0.9684213775934022	0.004864207961647993	3.0152246915100774e-05
21-hydroxypregnanolone monosulfate (1)	161	Gamma	Log	False	0.5743230679629243	8.027413176464107e-51	True	-3.0575154660377004	0.04828621665959848	0.07868219271758997	-0.12914300516188867	0.0919985336162325	-0.0002269179287654965	3.809384184754662e-06	0.6752643779098262	0.7087742941015591	0.5437986339407253	1.0365307045043265e-07	0.09197904494776656	0.05936733700700736	3.0291245982948805e-05
LCAL1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.621646263372648	0.1702498601445731	-0.00604362581400961	-0.11672621422577012	0.07464992386101248	-9.878786350733814e-05	8.856127605664781e-18	0.06939075988760858	0.9718654585618383	0.4999584526695381	1.1142743311514986e-07	0.3671498078716402	0.004875108094561154	3.1374214008287133e-05
N1,N12-diacetylspermine	161	Gamma	Log	False	0.5437833142232875	3.8282563904896945e-45	True	4.011865073411929	-0.30552910616778695	0.025664424289898458	-0.11970164081091927	-0.10720857362868932	0.00019863873650962586	2.1219938375652448e-07	0.023330405783765613	0.9169829372007489	0.630206670263479	1.1300932555889107e-07	0.20693551910761487	0.12512685079824282	3.1374214008287133e-05
HUNK	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	9.433708192147858	-0.3326092358582201	0.26097856523077084	-0.3471477772254175	-0.11575563659567527	-0.00026103215486578113	1.5633940210880987e-29	0.022387476309213637	0.3268812509963973	0.19654896334547634	1.1735138162990388e-07	0.12502941577909835	0.02385193783121442	3.17850510487825e-05
SOWAHC	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.726897753783439	0.08746390862071707	0.11730056536578098	-0.42141661703864397	0.06962234971983647	-9.245922650446344e-05	3.425695224961709e-20	0.3282630643911659	0.47315362261574545	0.010706453495983302	2.1374157803699997e-07	0.3764106080046926	0.00306356293213339	5.651429105002107e-05
GATA2-AS1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.207033037209516	0.08206300912937284	-0.050798472445486215	-0.2971435370547846	0.06135781278780941	-4.81940391368216e-05	9.3354435260898e-20	0.30845439257779306	0.7301376450632422	0.04570489697375291	3.860809871856718e-07	0.6086957228053627	0.002538114456541951	9.970765959760199e-05
ADIRF-AS1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.691397000787372	0.05561265911107832	0.047764078249947405	-0.28024051700807107	0.0635428083962741	5.933642749421917e-05	3.195018158866232e-22	0.5095069543917179	0.7565906318230854	0.0717161900982526	5.075247494693381e-07	0.5469369720036308	0.0022360637411152906	0.0001280923259740227
hsa-miR-137	161	Gamma	Log	False	0.8944096512366269	1.3811935601011503e-157	True	0.07001241566191307	0.4511726013779563	-0.17702630121301022	0.20915824738785882	0.1572446097952231	0.0003701259633199041	0.9536925024576337	0.0317157621191535	0.6447085300025441	0.5895232639751475	6.042838478885264e-07	0.1315047051154564	0.01989653605334263	0.00014912382512893523
NEB	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.939450993909785	0.07801141622290395	-0.020646544386628503	-0.42914216218348133	0.06813651259934313	-0.0001180043959694456	5.255660901745504e-21	0.3939352926942714	0.9017533127259972	0.011056232062176513	6.942177322772836e-07	0.2697166666980795	0.004820043159643794	0.00016725261289266094
TREM1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	10.328287542375467	-0.29866633148695226	0.3759159211691352	-0.5359325462146806	-0.1357918167005512	0.0001444162836206944	6.38402956765577e-23	0.1018144233169336	0.25986240925149184	0.1116750047203417	7.11360415935946e-07	0.4983289493333156	0.0314817829364048	0.00016725261289266094
PHETA1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.1579863472259206	0.14676370910995806	0.23021911040813695	-0.33785951327260755	0.07751632921728184	-0.00016767393825984852	1.3173835301360353e-07	0.15927448386429455	0.22704299296415398	0.07915884701173753	7.2292889859052e-07	0.1687204636462516	0.004961129259452579	0.00016725261289266094
estrone	161	Gamma	Log	False	0.5842879038235661	8.98119263493334e-53	True	-3.658836758110465	0.1927055889139004	0.22465782022498232	0.1441186881118081	0.09629047310998012	0.00026427980959830254	1.1150701693547709e-06	0.140935702788886	0.34766695775641077	0.5507787204383634	9.409861874032044e-07	0.08395382829712375	0.10388795982441323	0.00021325819614515478
hsa-miR-139-5p	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.999053405215942	0.21286244991683492	0.23835475633028524	-0.3172833500615653	0.06484311041476479	3.852263297281417e-05	5.1935806184257336e-15	0.016854593108082457	0.1431461522905331	0.05359806723313152	1.2193425512800856e-06	0.7112492497765401	0.0032958303674679446	0.00027081598063930705
CDK14	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	2.714625441438114	-0.08943683068722844	-0.08976225775426729	-0.2517841686451162	0.0744472505230205	-0.00015903871176816412	4.553808816134678e-06	0.3859723558962139	0.6340300945927755	0.18604281367198505	1.5090351777011924e-06	0.18701235023585094	0.005203761854415623	0.0003285850127131714
N-acetyl-beta-alanine	161	Gamma	Log	False	0.6456236945639409	5.864384294733266e-66	True	2.1713394324224993	-0.21640198002884425	-0.14633040976935074	0.05265840847096151	-0.05248568041985366	-0.00012942938395684554	2.66649535973477e-07	0.003244331008716155	0.27613483419266627	0.6979477112687328	1.949204964896788e-06	0.13184924692013583	0.06178961557809859	0.00041626771413805447
ENSG00000230490	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	2.2622958466457335	0.11501331613470345	0.27287352972128803	-0.3048577886746763	0.08376990806111807	-0.0001467327769613233	0.0007986765656616773	0.32781544715950917	0.2040056894164185	0.1599290543642593	2.029523012746242e-06	0.2852981639150439	0.006204070676612883	0.0004252425105008871
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	161	Gamma	Log	False	0.5945996933681549	7.600141045084243e-55	True	-2.128874738294912	0.10273360128478082	-0.054377289223880874	-0.10847575503139173	0.05835318181305023	-6.939585646595458e-06	6.260819856195626e-06	0.21083110289982165	0.7170734184273782	0.47407830863455325	2.1656714014764495e-06	0.9423287333295384	0.06556442815611851	0.00044536631321103647
3-hydroxyoctanoylcarnitine (2)	161	Gamma	Log	False	0.6359127119839142	9.983958017285644e-64	True	1.9191411552919742	-0.09652637584664102	0.10592345701203082	-0.2795014409960068	-0.05271424533656079	0.00021771495867586264	6.984545066804534e-06	0.19447320321476858	0.4359824936083162	0.041794732300035484	2.326091154359075e-06	0.012255189912489512	0.06701129841155895	0.00046830819378353296
LINC00656	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	1.9598361901147365	0.11081646955349306	-0.14115893742498797	-0.43733962841040486	0.07518594773338783	-8.551774739431881e-05	0.0013014732388284009	0.29664145606608194	0.46699542478257927	0.025637981095665605	2.361572161357753e-06	0.4906092857791514	0.006367471818800485	0.00046830819378353296
caffeine	161	Gamma	Log	False	0.40004335462533225	9.14450116129704e-24	True	-6.955025634200562	0.14912671037506733	0.25373151795763205	-0.24353460745317748	0.19106670456229827	6.181714047156535e-05	7.749758594980266e-06	0.582058384858244	0.6083976075355627	0.6262653934137561	2.598933280050444e-06	0.8451807251623267	0.01303109266922653	0.0005063360364028103
SELE (protein)	161	Gamma	Log	False	0.998724729489823	0.0	True	0.8780437685562522	0.05242535026253636	0.024738686959522166	0.03793726266849634	0.013948179919740691	2.735711154495913e-05	2.144985763248563e-14	0.008821666477411214	0.49894118994678704	0.3045061668584519	3.4127247182963006e-06	0.24212942006215987	0.16478816923821404	0.0006534191033910416
hsa-miR-489-3p	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.2844948444869266	0.23614173570193744	-0.09945173072789987	-0.28759745359857825	0.06960390112843351	5.337672872581976e-05	1.1004963803088906e-08	0.01836235977322374	0.5868536642420348	0.11967365669748262	3.6023411454184896e-06	0.6482225164100808	0.004564313875957904	0.00067187280099741
16a-hydroxy DHEA 3-sulfate	161	Gamma	Log	False	0.46025798776440674	1.0026501946170807e-31	True	-5.913106546498097	-0.13037137926104725	0.2133859791963837	-0.19014988484055317	0.1665417151395197	-4.971066738655949e-05	1.7415775642031226e-05	0.5866948962299678	0.626373999095903	0.6674822427781286	3.6775585587116936e-06	0.8591813898516785	0.044660431391211675	0.00067187280099741
SRCIN1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.4582950395635748	-0.012579272442362593	0.3569814099756867	-0.4295170647979304	0.06299526010365226	0.0001524000594541717	3.1184684805492485e-11	0.8897255918694325	0.03133217031275058	0.010315180909174345	3.690611513808376e-06	0.15051248982245552	0.002628882351358941	0.00067187280099741
SPTBN2	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	2.678030761013005	-0.040890272106883924	0.35819890560779893	-0.3196494005699402	0.08688162641597023	0.00012050876978244478	0.00019556679491684184	0.7440939125858144	0.11768099150063951	0.16677956436818042	3.7807833334557417e-06	0.4102716356229055	0.006281000941259718	0.0006771870793230002
CLDN1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.463168588445105	0.07638683405290089	-0.24524812613279473	-0.07840868385752942	0.09417067654697088	-0.00022547080938727473	1.1484187392262216e-08	0.575024178431019	0.32467828649199393	0.7551779401785244	4.083311460464462e-06	0.1566462676821792	0.009315391172450393	0.0007197646629913944
PHYHIP	161	Gamma	Log	True	0.9006208313608505	7.693653822311476e-162	True	8.333930097125583	-0.3399478127244716	0.7684457809858691	-1.0482170876481085	-0.08873355400374262	9.344118024249583e-05	1.4525868392153382e-27	0.007292882619108033	0.014803735130540152	0.002464524661203782	4.347569400885865e-06	0.6212061736215712	0.020949210108867522	0.0007538468271019237
myo-inositol	161	Gamma	Log	False	0.7096600072605708	3.003070500903376e-82	True	1.4767010124484352	-0.14637081747741507	-0.03965557890727141	0.08496489286860012	-0.03663183872104829	-3.393076164417837e-05	1.3159958415640806e-06	0.0059204100042993734	0.683302775849072	0.38671748712610177	4.412430775472764e-06	0.5850304138361913	0.029884514022297193	0.0007538468271019237
hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	161	Gamma	Log	False	0.7035717148533407	1.4326955708543934e-80	True	1.672787074685537	-0.11982564918849356	-0.0177012804983237	0.181219303651649	-0.04313377249909084	-2.4084202305246254e-05	3.3706769480978526e-06	0.05605443625248912	0.8772733056807546	0.11744385590209995	4.556978709273729e-06	0.742395771646594	0.05108790507815664	0.0007667461904012843
N,N,N-trimethyl-alanylproline betaine (TMAP)	161	Gamma	Log	False	0.6769130201925858	1.479995670471501e-73	True	2.534248273855799	-0.17088151799700296	-0.19283553244582796	-0.15458816639777317	-0.0626125932260162	8.113882878571345e-05	1.4162704701576253e-06	0.06196271735491206	0.24912820637372102	0.3602421465995963	5.1489835808058395e-06	0.4481078328508692	0.05097366501620737	0.0008519795031909222
carnosine	161	Gamma	Log	False	0.5880818506425012	1.5746974705462812e-53	True	2.366219313160899	0.0050196469707393665	-0.011186658452917036	0.062448752861726686	-0.06343145930106309	-2.506513542097137e-05	8.950191371110352e-06	0.9568736215466416	0.9474270739082479	0.7154725375012739	5.2431683049411665e-06	0.8172235143717264	0.029365807963098733	0.0008519795031909222
X-26108	161	Gamma	Log	False	0.5740532194708363	9.051573884540917e-51	True	2.616677203275441	0.12236606469402114	-0.051000539107032755	-0.19108342573461445	-0.07026772352423895	0.00018843428611352845	9.361958875181747e-06	0.23424899967077728	0.7861998076812443	0.3142209723557755	5.293704252154312e-06	0.1169374826977269	0.07456079866747434	0.0008519795031909222
NR3C2	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.064072640031326	0.01963353773077489	0.15078767497374038	-0.3402575491052383	0.05758401892475745	-9.454889446966746e-05	5.1254459124925595e-17	0.8161662093653401	0.3286238617595758	0.029039350911324945	5.499696749156486e-06	0.3379548553398488	0.0013577917556659713	0.0008724876057054682
LINC02175	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	3.319815321206431	0.03974399770412279	0.2580186365052613	-0.5249711006607023	0.052558373660418115	-5.646679917745525e-06	1.0948884287381725e-13	0.6097063789315036	0.06978924461025902	0.0002587240813466293	6.804629406621799e-06	0.9505013103672536	0.0010965763665030659	0.001064301543106128
HSD17B1P1	161	Gamma	Log	False	0.9006211180124224	7.690071827284507e-162	True	4.74111566846497	0.1765783878036174	-0.010264188524276865	-0.11728065337110816	0.07339836073775549	-2.381451657308426e-06	3.909323843051497e-14	0.10587559550318738	0.9589848754423024	0.5606290040453955	7.46112166205623e-06	0.9851079723596499	0.004531172710922848	0.0011507743896824226
OPN (protein)	161	Gamma	Log	False	0.9999681327944496	0.0	True	2.599667682335676	-0.0477362458442239	-0.06618051289157635	0.048950386174480776	-0.016165407148397124	-6.938659098431059e-06	1.3278561335600666e-78	0.04788988958888839	0.13344678154859013	0.27169767886327034	7.99018885936767e-06	0.8055877430611994	0.13951287215394537	0.0011990682065307835
3-(4-hydroxyphenyl)lactate	161	Gamma	Log	False	0.7131174740513235	3.2422727889896504e-83	True	2.962583402835766	-0.2529110865178924	0.0332500455944746	-0.07480228766888082	-0.07154006869188213	-6.907713516097699e-05	1.331992895710708e-06	0.0178289592078566	0.8646824514768721	0.7041999518409963	7.938900732369314e-06	0.5796915531948914	0.09975218816846754	0.0011990682065307835
